datetime,Actual Demand MW,Predicted Demand MW,hour,day_of_week,month,is_weekend,is_peak_hour,Absolute Error MW
2023-08-07 02:00:00,11700.0,11832.17,2,0,8,0,0,132.17000000000007
2023-08-07 03:00:00,11200.0,11643.08,3,0,8,0,0,443.0799999999999
2023-08-07 04:00:00,10700.0,11405.58,4,0,8,0,0,705.5799999999999
2023-08-07 05:00:00,10177.0,11172.19,5,0,8,0,0,995.1900000000005
2023-08-07 06:00:00,10335.0,10968.37,6,0,8,0,0,633.3700000000008
2023-08-07 07:00:00,10491.0,11055.03,7,0,8,0,0,564.0300000000007
2023-08-07 08:00:00,10750.0,11124.18,8,0,8,0,0,374.1800000000003
2023-08-07 09:00:00,11087.0,11265.88,9,0,8,0,0,178.8799999999992
2023-08-07 10:00:00,11200.0,11469.67,10,0,8,0,0,269.6700000000001
2023-08-07 11:00:00,11550.0,11763.92,11,0,8,0,0,213.92000000000007
2023-08-07 12:00:00,11600.0,11693.49,12,0,8,0,0,93.48999999999978
2023-08-07 13:00:00,11148.0,11742.77,13,0,8,0,0,594.7700000000004
2023-08-07 14:00:00,11294.0,11530.88,14,0,8,0,0,236.8799999999992
2023-08-07 15:00:00,11063.0,11586.95,15,0,8,0,0,523.9500000000007
2023-08-07 16:00:00,11070.0,11462.34,16,0,8,0,0,392.34000000000015
2023-08-07 17:00:00,10820.0,11732.36,17,0,8,0,0,912.3600000000006
2023-08-07 18:00:00,12461.0,12215.2,18,0,8,0,1,245.79999999999927
2023-08-07 18:30:00,12669.0,12860.9,18,0,8,0,1,191.89999999999964
2023-08-07 19:00:00,12711.0,12984.63,19,0,8,0,1,273.6299999999992
2023-08-07 20:00:00,12729.0,13006.41,20,0,8,0,1,277.40999999999985
2023-08-07 21:00:00,12469.0,13035.66,21,0,8,0,1,566.6599999999999
2023-08-07 22:00:00,12173.0,12886.93,22,0,8,0,1,713.9300000000003
2023-08-07 23:00:00,11915.0,12124.0,23,0,8,0,0,209.0
2023-08-08 00:00:00,11378.0,11407.48,0,1,8,0,0,29.479999999999563
2023-08-08 01:00:00,10981.0,11148.61,1,1,8,0,0,167.61000000000058
2023-08-08 02:00:00,10679.0,10909.4,2,1,8,0,0,230.39999999999964
2023-08-08 03:00:00,10461.0,10710.59,3,1,8,0,0,249.59000000000015
2023-08-08 04:00:00,10186.0,10547.84,4,1,8,0,0,361.84000000000015
2023-08-08 05:00:00,9643.0,10482.7,5,1,8,0,0,839.7000000000007
2023-08-08 06:00:00,9525.0,10285.12,6,1,8,0,0,760.1200000000008
2023-08-08 07:00:00,9714.0,10271.31,7,1,8,0,0,557.3099999999995
2023-08-08 08:00:00,10024.0,10397.4,8,1,8,0,0,373.39999999999964
2023-08-08 09:00:00,10410.0,10538.52,9,1,8,0,0,128.52000000000044
2023-08-08 10:00:00,10634.0,10759.06,10,1,8,0,0,125.05999999999949
2023-08-08 11:00:00,10921.0,11052.1,11,1,8,0,0,131.10000000000036
2023-08-08 12:00:00,11301.0,10913.62,12,1,8,0,0,387.3799999999992
2023-08-08 13:00:00,11341.0,11116.72,13,1,8,0,0,224.28000000000065
2023-08-08 14:00:00,11496.0,11115.61,14,1,8,0,0,380.3899999999994
2023-08-08 15:00:00,11158.0,11207.9,15,1,8,0,0,49.899999999999636
2023-08-08 16:00:00,10862.0,11049.79,16,1,8,0,0,187.79000000000087
2023-08-08 17:00:00,10590.0,11225.64,17,1,8,0,0,635.6399999999994
2023-08-08 18:00:00,12491.0,11665.76,18,1,8,0,1,825.2399999999998
2023-08-08 18:30:00,13253.0,12790.2,18,1,8,0,1,462.7999999999993
2023-08-08 19:00:00,12963.0,12785.65,19,1,8,0,1,177.35000000000036
2023-08-08 20:00:00,12846.0,12644.6,20,1,8,0,1,201.39999999999964
2023-08-08 21:00:00,12787.0,12569.45,21,1,8,0,1,217.54999999999927
2023-08-08 22:00:00,12717.0,12526.76,22,1,8,0,1,190.23999999999978
2023-08-08 23:00:00,12634.0,11913.11,23,1,8,0,0,720.8899999999994
2023-08-09 00:00:00,12001.0,11297.04,0,2,8,0,0,703.9599999999991
2023-08-09 01:00:00,11500.0,11024.16,1,2,8,0,0,475.84000000000015
2023-08-09 02:00:00,11400.0,10818.87,2,2,8,0,0,581.1299999999992
2023-08-09 03:00:00,10990.0,10771.7,3,2,8,0,0,218.29999999999927
2023-08-09 04:00:00,10616.0,10552.26,4,2,8,0,0,63.73999999999978
2023-08-09 05:00:00,10366.0,10426.83,5,2,8,0,0,60.82999999999993
2023-08-09 06:00:00,10285.0,10401.97,6,2,8,0,0,116.96999999999935
2023-08-09 07:00:00,10552.0,10458.68,7,2,8,0,0,93.31999999999971
2023-08-09 08:00:00,11080.0,10668.2,8,2,8,0,0,411.7999999999993
2023-08-09 09:00:00,11549.0,10958.88,9,2,8,0,0,590.1200000000008
2023-08-09 10:00:00,11975.0,11239.53,10,2,8,0,0,735.4699999999993
2023-08-09 11:00:00,12258.0,11707.45,11,2,8,0,0,550.5499999999993
2023-08-09 12:00:00,12600.0,11676.81,12,2,8,0,0,923.1900000000005
2023-08-09 13:00:00,12650.0,11882.12,13,2,8,0,0,767.8799999999992
2023-08-09 14:00:00,12800.0,11883.14,14,2,8,0,0,916.8600000000006
2023-08-09 15:00:00,12550.0,11941.53,15,2,8,0,0,608.4699999999993
2023-08-09 16:00:00,12000.0,11846.23,16,2,8,0,0,153.77000000000044
2023-08-09 17:00:00,11650.0,11994.0,17,2,8,0,0,344.0
2023-08-09 18:00:00,13400.0,12507.94,18,2,8,0,1,892.0599999999995
2023-08-09 18:30:00,13900.0,13175.8,18,2,8,0,1,724.2000000000007
2023-08-09 19:00:00,13680.0,13385.16,19,2,8,0,1,294.84000000000015
2023-08-09 20:00:00,13776.0,13651.86,20,2,8,0,1,124.13999999999942
2023-08-09 21:00:00,13730.0,13366.7,21,2,8,0,1,363.2999999999993
2023-08-09 22:00:00,13650.0,13363.18,22,2,8,0,1,286.8199999999997
2023-08-09 23:00:00,13300.0,12732.35,23,2,8,0,0,567.6499999999996
2023-08-10 00:00:00,12041.0,11993.16,0,3,8,0,0,47.840000000000146
2023-08-10 01:00:00,12550.0,11493.06,1,3,8,0,0,1056.9400000000005
2023-08-10 02:00:00,12350.0,11675.38,2,3,8,0,0,674.6200000000008
2023-08-10 03:00:00,11850.0,11581.44,3,3,8,0,0,268.5599999999995
2023-08-10 04:00:00,11730.0,11387.68,4,3,8,0,0,342.3199999999997
2023-08-10 05:00:00,11250.0,11384.54,5,3,8,0,0,134.54000000000087
2023-08-10 06:00:00,11150.0,11284.74,6,3,8,0,0,134.73999999999978
2023-08-10 07:00:00,11075.0,11372.64,7,3,8,0,0,297.6399999999994
2023-08-10 08:00:00,11425.0,11441.11,8,3,8,0,0,16.110000000000582
2023-08-10 09:00:00,11800.0,11673.01,9,3,8,0,0,126.98999999999978
2023-08-10 10:00:00,12085.0,11890.44,10,3,8,0,0,194.5599999999995
2023-08-10 11:00:00,12500.0,12270.73,11,3,8,0,0,229.27000000000044
2023-08-10 12:00:00,12650.0,12278.53,12,3,8,0,0,371.46999999999935
2023-08-10 13:00:00,12700.0,12385.63,13,3,8,0,0,314.3700000000008
2023-08-10 14:00:00,12880.0,12383.19,14,3,8,0,0,496.8099999999995
2023-08-10 15:00:00,12560.0,12390.04,15,3,8,0,0,169.95999999999913
2023-08-10 16:00:00,12100.0,12231.84,16,3,8,0,0,131.84000000000015
2023-08-10 17:00:00,11720.0,12368.66,17,3,8,0,0,648.6599999999999
2023-08-10 18:00:00,13410.0,12811.92,18,3,8,0,1,598.0799999999999
2023-08-10 18:30:00,14047.0,13804.15,18,3,8,0,1,242.85000000000036
2023-08-10 19:00:00,13999.0,13762.15,19,3,8,0,1,236.85000000000036
2023-08-10 20:00:00,14026.0,13756.15,20,3,8,0,1,269.85000000000036
2023-08-10 21:00:00,13810.0,13775.51,21,3,8,0,1,34.48999999999978
2023-08-10 22:00:00,13650.0,13649.86,22,3,8,0,1,0.13999999999941792
2023-08-10 23:00:00,13220.0,12874.12,23,3,8,0,0,345.8799999999992
2023-08-11 00:00:00,12850.0,12272.97,0,4,8,0,0,577.0300000000007
2023-08-11 01:00:00,12700.0,12113.41,1,4,8,0,0,586.5900000000001
2023-08-11 02:00:00,12550.0,11994.88,2,4,8,0,0,555.1200000000008
2023-08-11 03:00:00,12250.0,11948.59,3,4,8,0,0,301.40999999999985
2023-08-11 04:00:00,12150.0,11777.87,4,4,8,0,0,372.1299999999992
2023-08-11 05:00:00,11350.0,11764.46,5,4,8,0,0,414.4599999999991
2023-08-11 06:00:00,11000.0,11451.4,6,4,8,0,0,451.39999999999964
2023-08-11 07:00:00,10925.0,11385.04,7,4,8,0,0,460.0400000000009
2023-08-11 08:00:00,10650.0,11422.06,8,4,8,0,0,772.0599999999995
2023-08-11 09:00:00,10698.0,11343.38,9,4,8,0,0,645.3799999999992
2023-08-11 10:00:00,10939.0,11415.3,10,4,8,0,0,476.2999999999993
2023-08-11 11:00:00,11396.0,11711.84,11,4,8,0,0,315.84000000000015
2023-08-11 12:00:00,11773.0,11712.48,12,4,8,0,0,60.52000000000044
2023-08-11 13:00:00,1182.0,11900.11,13,4,8,0,0,10718.11
2023-08-11 14:00:00,11248.0,7049.49,14,4,8,0,0,4198.51
2023-08-11 15:00:00,10672.0,11087.82,15,4,8,0,0,415.8199999999997
2023-08-11 16:00:00,10465.0,10781.81,16,4,8,0,0,316.8099999999995
2023-08-11 17:00:00,10107.0,10976.61,17,4,8,0,0,869.6100000000006
2023-08-11 18:00:00,12491.0,11423.11,18,4,8,0,1,1067.8899999999994
2023-08-11 18:30:00,13205.0,12372.01,18,4,8,0,1,832.9899999999998
2023-08-11 19:00:00,13095.0,12680.95,19,4,8,0,1,414.0499999999993
2023-08-11 20:00:00,13333.0,12951.15,20,4,8,0,1,381.85000000000036
2023-08-11 21:00:00,13396.0,12696.91,21,4,8,0,1,699.0900000000001
2023-08-11 22:00:00,13510.0,12668.46,22,4,8,0,1,841.5400000000009
2023-08-11 23:00:00,12402.0,12154.26,23,4,8,0,0,247.73999999999978
2023-08-12 00:00:00,12750.0,11520.34,0,5,8,1,0,1229.6599999999999
2023-08-12 01:00:00,12500.0,11658.72,1,5,8,1,0,841.2800000000007
2023-08-12 02:00:00,12260.0,11525.95,2,5,8,1,0,734.0499999999993
2023-08-12 03:00:00,12050.0,11431.68,3,5,8,1,0,618.3199999999997
2023-08-12 04:00:00,12000.0,11230.49,4,5,8,1,0,769.5100000000002
2023-08-12 05:00:00,11300.0,11182.67,5,5,8,1,0,117.32999999999993
2023-08-12 06:00:00,11100.0,10909.85,6,5,8,1,0,190.14999999999964
2023-08-12 07:00:00,11000.0,10805.77,7,5,8,1,0,194.22999999999956
2023-08-12 08:00:00,11300.0,10800.42,8,5,8,1,0,499.5799999999999
2023-08-12 09:00:00,11500.0,10995.79,9,5,8,1,0,504.2099999999991
2023-08-12 10:00:00,11900.0,11185.33,10,5,8,1,0,714.6700000000001
2023-08-12 11:00:00,12200.0,11630.72,11,5,8,1,0,569.2800000000007
2023-08-12 12:00:00,12300.0,9813.32,12,5,8,1,0,2486.6800000000003
2023-08-12 13:00:00,12325.0,12045.29,13,5,8,1,0,279.7099999999991
2023-08-12 14:00:00,12300.0,12000.66,14,5,8,1,0,299.34000000000015
2023-08-12 15:00:00,12050.0,12013.9,15,5,8,1,0,36.100000000000364
2023-08-12 16:00:00,11640.0,11913.92,16,5,8,1,0,273.9200000000001
2023-08-12 17:00:00,11485.0,12216.66,17,5,8,1,0,731.6599999999999
2023-08-12 18:00:00,13385.0,12795.52,18,5,8,1,1,589.4799999999996
2023-08-12 18:30:00,13889.0,13895.73,18,5,8,1,1,6.729999999999563
2023-08-12 19:00:00,13910.0,13824.86,19,5,8,1,1,85.13999999999942
2023-08-12 20:00:00,13835.0,13866.59,20,5,8,1,1,31.590000000000146
2023-08-12 21:00:00,13695.0,13877.5,21,5,8,1,1,182.5
2023-08-12 22:00:00,13370.0,13655.65,22,5,8,1,1,285.64999999999964
2023-08-12 23:00:00,13130.0,13091.12,23,5,8,1,0,38.8799999999992
2023-08-13 00:00:00,12520.0,12425.48,0,6,8,1,0,94.52000000000044
2023-08-13 01:00:00,12140.0,12156.52,1,6,8,1,0,16.520000000000437
2023-08-13 02:00:00,12060.0,11984.08,2,6,8,1,0,75.92000000000007
2023-08-13 03:00:00,11420.0,11963.72,3,6,8,1,0,543.7199999999993
2023-08-13 04:00:00,11240.0,11591.37,4,6,8,1,0,351.3700000000008
2023-08-13 05:00:00,10850.0,11503.07,5,6,8,1,0,653.0699999999997
2023-08-13 06:00:00,10750.0,11339.87,6,6,8,1,0,589.8700000000008
2023-08-13 07:00:00,10690.0,11362.32,7,6,8,1,0,672.3199999999997
2023-08-13 08:00:00,10900.0,11374.36,8,6,8,1,0,474.3600000000006
2023-08-13 09:00:00,11100.0,11532.07,9,6,8,1,0,432.0699999999997
2023-08-13 10:00:00,11270.0,11665.92,10,6,8,1,0,395.9200000000001
2023-08-13 11:00:00,11660.0,11942.23,11,6,8,1,0,282.22999999999956
2023-08-13 12:00:00,11671.0,11925.06,12,6,8,1,0,254.0599999999995
2023-08-13 13:00:00,11639.0,11933.66,13,6,8,1,0,294.65999999999985
2023-08-13 14:00:00,11952.0,11886.76,14,6,8,1,0,65.23999999999978
2023-08-13 15:00:00,11837.0,11964.72,15,6,8,1,0,127.71999999999935
2023-08-13 16:00:00,11370.0,11916.24,16,6,8,1,0,546.2399999999998
2023-08-13 17:00:00,11228.0,12062.13,17,6,8,1,0,834.1299999999992
2023-08-13 18:00:00,12826.0,12597.93,18,6,8,1,1,228.0699999999997
2023-08-13 18:30:00,13665.0,13588.96,18,6,8,1,1,76.04000000000087
2023-08-13 19:00:00,13618.0,13599.18,19,6,8,1,1,18.81999999999971
2023-08-13 20:00:00,13365.0,13576.55,20,6,8,1,1,211.54999999999927
2023-08-13 21:00:00,13202.0,13437.91,21,6,8,1,1,235.90999999999985
2023-08-13 22:00:00,13075.0,13350.6,22,6,8,1,1,275.60000000000036
2023-08-13 23:00:00,12850.0,12694.03,23,6,8,1,0,155.96999999999935
2023-08-14 00:00:00,12275.0,12032.03,0,0,8,0,0,242.96999999999935
2023-08-14 01:00:00,11900.0,11805.98,1,0,8,0,0,94.02000000000044
2023-08-14 02:00:00,11650.0,11562.91,2,0,8,0,0,87.09000000000015
2023-08-14 03:00:00,11475.0,11455.86,3,0,8,0,0,19.139999999999418
2023-08-14 04:00:00,11240.0,11344.75,4,0,8,0,0,104.75
2023-08-14 05:00:00,10700.0,11262.54,5,0,8,0,0,562.5400000000009
2023-08-14 06:00:00,10800.0,11050.66,6,0,8,0,0,250.65999999999985
2023-08-14 07:00:00,10790.0,11150.58,7,0,8,0,0,360.5799999999999
2023-08-14 08:00:00,11235.0,11197.53,8,0,8,0,0,37.469999999999345
2023-08-14 09:00:00,11600.0,11432.06,9,0,8,0,0,167.9400000000005
2023-08-14 10:00:00,12140.0,11674.92,10,0,8,0,0,465.0799999999999
2023-08-14 11:00:00,12550.0,12116.38,11,0,8,0,0,433.6200000000008
2023-08-14 12:00:00,12600.0,12124.81,12,0,8,0,0,475.1900000000005
2023-08-14 13:00:00,12500.0,12234.8,13,0,8,0,0,265.2000000000007
2023-08-14 14:00:00,12850.0,12204.12,14,0,8,0,0,645.8799999999992
2023-08-14 15:00:00,12550.0,12305.26,15,0,8,0,0,244.73999999999978
2023-08-14 16:00:00,12280.0,12202.37,16,0,8,0,0,77.6299999999992
2023-08-14 17:00:00,11880.0,12403.96,17,0,8,0,0,523.9599999999991
2023-08-14 18:00:00,13740.0,12908.66,18,0,8,0,1,831.3400000000001
2023-08-14 18:30:00,14200.0,13661.91,18,0,8,0,1,538.0900000000001
2023-08-14 19:00:00,14090.0,13829.21,19,0,8,0,1,260.7900000000009
2023-08-14 20:00:00,14100.0,14121.09,20,0,8,0,1,21.090000000000146
2023-08-14 21:00:00,1400.0,13789.33,21,0,8,0,1,12389.33
2023-08-14 22:00:00,13950.0,8094.29,22,0,8,0,1,5855.71
2023-08-14 23:00:00,13800.0,12643.39,23,0,8,0,0,1156.6100000000006
2023-08-15 00:00:00,13400.0,12009.84,0,1,8,0,0,1390.1599999999999
2023-08-15 01:00:00,12900.0,11847.66,1,1,8,0,0,1052.3400000000001
2023-08-15 02:00:00,12600.0,11655.2,2,1,8,0,0,944.7999999999993
2023-08-15 03:00:00,12400.0,11533.49,3,1,8,0,0,866.5100000000002
2023-08-15 04:00:00,12250.0,11403.13,4,1,8,0,0,846.8700000000008
2023-08-15 05:00:00,11550.0,11410.08,5,1,8,0,0,139.92000000000007
2023-08-15 06:00:00,10927.0,11158.48,6,1,8,0,0,231.47999999999956
2023-08-15 07:00:00,10875.0,11001.95,7,1,8,0,0,126.95000000000073
2023-08-15 08:00:00,10791.0,11054.72,8,1,8,0,0,263.71999999999935
2023-08-15 09:00:00,10906.0,11114.54,9,1,8,0,0,208.54000000000087
2023-08-15 10:00:00,11189.0,11226.56,10,1,8,0,0,37.55999999999949
2023-08-15 11:00:00,11476.0,11535.47,11,1,8,0,0,59.469999999999345
2023-08-15 12:00:00,11896.0,11447.52,12,1,8,0,0,448.47999999999956
2023-08-15 13:00:00,11841.0,11688.38,13,1,8,0,0,152.6200000000008
2023-08-15 14:00:00,11701.0,11619.52,14,1,8,0,0,81.47999999999956
2023-08-15 15:00:00,11502.0,11523.03,15,1,8,0,0,21.030000000000655
2023-08-15 16:00:00,11222.0,11381.25,16,1,8,0,0,159.25
2023-08-15 17:00:00,10907.0,11587.23,17,1,8,0,0,680.2299999999996
2023-08-15 18:00:00,12981.0,12033.59,18,1,8,0,1,947.4099999999999
2023-08-15 18:30:00,13455.0,12849.97,18,1,8,0,1,605.0300000000007
2023-08-15 19:00:00,13398.0,13059.57,19,1,8,0,1,338.4300000000003
2023-08-15 20:00:00,13904.0,11257.75,20,1,8,0,1,2646.25
2023-08-15 21:00:00,13850.0,13733.65,21,1,8,0,1,116.35000000000036
2023-08-15 22:00:00,13800.0,13706.55,22,1,8,0,1,93.45000000000073
2023-08-15 23:00:00,13780.0,13117.11,23,1,8,0,0,662.8899999999994
2023-08-16 00:00:00,13000.0,12497.32,0,2,8,0,0,502.6800000000003
2023-08-16 01:00:00,12570.0,12149.57,1,2,8,0,0,420.4300000000003
2023-08-16 02:00:00,12400.0,11960.21,2,2,8,0,0,439.7900000000009
2023-08-16 03:00:00,12000.0,11886.03,3,2,8,0,0,113.96999999999935
2023-08-16 04:00:00,11900.0,11620.92,4,2,8,0,0,279.0799999999999
2023-08-16 05:00:00,11630.0,11503.36,5,2,8,0,0,126.63999999999942
2023-08-16 06:00:00,11520.0,11422.24,6,2,8,0,0,97.76000000000022
2023-08-16 07:00:00,11665.0,11400.44,7,2,8,0,0,264.5599999999995
2023-08-16 08:00:00,12030.0,11522.57,8,2,8,0,0,507.4300000000003
2023-08-16 09:00:00,12450.0,11767.9,9,2,8,0,0,682.1000000000004
2023-08-16 10:00:00,12650.0,12036.71,10,2,8,0,0,613.2900000000009
2023-08-16 11:00:00,13000.0,12423.19,11,2,8,0,0,576.8099999999995
2023-08-16 12:00:00,13100.0,12407.85,12,2,8,0,0,692.1499999999996
2023-08-16 13:00:00,13050.0,12468.26,13,2,8,0,0,581.7399999999998
2023-08-16 14:00:00,13200.0,12460.92,14,2,8,0,0,739.0799999999999
2023-08-16 15:00:00,12850.0,12530.01,15,2,8,0,0,319.9899999999998
2023-08-16 16:00:00,12650.0,12393.74,16,2,8,0,0,256.2600000000002
2023-08-16 17:00:00,12450.0,12730.13,17,2,8,0,0,280.1299999999992
2023-08-16 18:00:00,14230.0,13261.1,18,2,8,0,1,968.8999999999996
2023-08-16 18:30:00,14650.0,13984.02,18,2,8,0,1,665.9799999999996
2023-08-16 19:00:00,14650.0,14267.66,19,2,8,0,1,382.34000000000015
2023-08-16 20:00:00,14750.0,14622.57,20,2,8,0,1,127.43000000000029
2023-08-16 21:00:00,14600.0,14339.51,21,2,8,0,1,260.4899999999998
2023-08-16 22:00:00,14600.0,14300.68,22,2,8,0,1,299.3199999999997
2023-08-16 23:00:00,13650.0,13674.05,23,2,8,0,0,24.049999999999272
2023-08-17 00:00:00,13350.0,12692.88,0,3,8,0,0,657.1200000000008
2023-08-17 01:00:00,13250.0,12576.34,1,3,8,0,0,673.6599999999999
2023-08-17 02:00:00,12950.0,12505.44,2,3,8,0,0,444.5599999999995
2023-08-17 03:00:00,12800.0,12408.11,3,3,8,0,0,391.8899999999994
2023-08-17 04:00:00,12600.0,12343.82,4,3,8,0,0,256.1800000000003
2023-08-17 05:00:00,12250.0,12290.24,5,3,8,0,0,40.23999999999978
2023-08-17 06:00:00,12000.0,12213.75,6,3,8,0,0,213.75
2023-08-17 07:00:00,12200.0,12203.72,7,3,8,0,0,3.719999999999345
2023-08-17 08:00:00,12450.0,12381.48,8,3,8,0,0,68.52000000000044
2023-08-17 09:00:00,12600.0,12537.89,9,3,8,0,0,62.11000000000058
2023-08-17 10:00:00,13000.0,12677.39,10,3,8,0,0,322.6100000000006
2023-08-17 11:00:00,13400.0,13067.63,11,3,8,0,0,332.3700000000008
2023-08-17 12:00:00,13600.0,13059.46,12,3,8,0,0,540.5400000000009
2023-08-17 13:00:00,13500.0,13196.42,13,3,8,0,0,303.5799999999999
2023-08-17 14:00:00,13650.0,13122.41,14,3,8,0,0,527.5900000000001
2023-08-17 15:00:00,13350.0,13185.33,15,3,8,0,0,164.67000000000007
2023-08-17 16:00:00,13050.0,13064.27,16,3,8,0,0,14.270000000000437
2023-08-17 17:00:00,12900.0,13275.27,17,3,8,0,0,375.27000000000044
2023-08-17 18:00:00,14350.0,13806.78,18,3,8,0,1,543.2199999999993
2023-08-17 18:30:00,14600.0,14398.36,18,3,8,0,1,201.63999999999942
2023-08-17 19:00:00,14700.0,14537.79,19,3,8,0,1,162.20999999999913
2023-08-17 20:00:00,14850.0,14914.43,20,3,8,0,1,64.43000000000029
2023-08-17 21:00:00,14800.0,14656.56,21,3,8,0,1,143.4400000000005
2023-08-17 22:00:00,14650.0,14497.84,22,3,8,0,1,152.15999999999985
2023-08-17 23:00:00,14500.0,13893.92,23,3,8,0,0,606.0799999999999
2023-08-18 00:00:00,14050.0,13300.12,0,4,8,0,0,749.8799999999992
2023-08-18 01:00:00,13750.0,13098.7,1,4,8,0,0,651.2999999999993
2023-08-18 02:00:00,13650.0,12986.33,2,4,8,0,0,663.6700000000001
2023-08-18 03:00:00,13350.0,12949.6,3,4,8,0,0,400.39999999999964
2023-08-18 04:00:00,13050.0,12805.93,4,4,8,0,0,244.0699999999997
2023-08-18 05:00:00,12500.0,12683.18,5,4,8,0,0,183.1800000000003
2023-08-18 06:00:00,11600.0,12528.1,6,4,8,0,0,928.1000000000004
2023-08-18 07:00:00,11550.0,12201.46,7,4,8,0,0,651.4599999999991
2023-08-18 08:00:00,11100.0,12197.43,8,4,8,0,0,1097.4300000000003
2023-08-18 09:00:00,11050.0,12052.93,9,4,8,0,0,1002.9300000000003
2023-08-18 10:00:00,11000.0,12064.22,10,4,8,0,0,1064.2199999999993
2023-08-18 11:00:00,11453.0,12225.14,11,4,8,0,0,772.1399999999994
2023-08-18 12:00:00,11864.0,12176.62,12,4,8,0,0,312.6200000000008
2023-08-18 13:00:00,11734.0,12356.39,13,4,8,0,0,622.3899999999994
2023-08-18 14:00:00,11970.0,12234.6,14,4,8,0,0,264.60000000000036
2023-08-18 15:00:00,11903.0,12273.76,15,4,8,0,0,370.7600000000002
2023-08-18 16:00:00,11420.0,12217.91,16,4,8,0,0,797.9099999999999
2023-08-18 17:00:00,10740.0,12251.34,17,4,8,0,0,1511.3400000000001
2023-08-18 18:00:00,12825.0,12488.51,18,4,8,0,1,336.4899999999998
2023-08-18 18:30:00,13650.0,13337.67,18,4,8,0,1,312.3299999999999
2023-08-18 19:00:00,13750.0,13712.4,19,4,8,0,1,37.600000000000364
2023-08-18 20:00:00,13957.0,14098.69,20,4,8,0,1,141.6900000000005
2023-08-18 21:00:00,14100.0,13833.8,21,4,8,0,1,266.2000000000007
2023-08-18 22:00:00,14150.0,13885.1,22,4,8,0,1,264.89999999999964
2023-08-18 23:00:00,13775.0,13326.58,23,4,8,0,0,448.4200000000001
2023-08-19 00:00:00,13500.0,12971.3,0,5,8,1,0,528.7000000000007
2023-08-19 01:00:00,13300.0,12860.27,1,5,8,1,0,439.72999999999956
2023-08-19 02:00:00,13150.0,12745.08,2,5,8,1,0,404.9200000000001
2023-08-19 03:00:00,13000.0,12651.56,3,5,8,1,0,348.4400000000005
2023-08-19 04:00:00,12800.0,12517.73,4,5,8,1,0,282.27000000000044
2023-08-19 05:00:00,12400.0,12310.23,5,5,8,1,0,89.77000000000044
2023-08-19 06:00:00,12050.0,12175.85,6,5,8,1,0,125.85000000000036
2023-08-19 07:00:00,11850.0,11989.26,7,5,8,1,0,139.26000000000022
2023-08-19 08:00:00,12050.0,11939.15,8,5,8,1,0,110.85000000000036
2023-08-19 09:00:00,11993.0,12059.17,9,5,8,1,0,66.17000000000007
2023-08-19 10:00:00,12112.0,12159.52,10,5,8,1,0,47.52000000000044
2023-08-19 11:00:00,12365.0,12503.75,11,5,8,1,0,138.75
2023-08-19 12:00:00,12515.0,12428.12,12,5,8,1,0,86.8799999999992
2023-08-19 13:00:00,12650.0,12567.62,13,5,8,1,0,82.3799999999992
2023-08-19 14:00:00,12800.0,12646.87,14,5,8,1,0,153.1299999999992
2023-08-19 15:00:00,12600.0,12667.1,15,5,8,1,0,67.10000000000036
2023-08-19 16:00:00,12500.0,12521.88,16,5,8,1,0,21.8799999999992
2023-08-19 17:00:00,12224.0,12906.97,17,5,8,1,0,682.9699999999993
2023-08-19 18:00:00,14100.0,13462.25,18,5,8,1,1,637.75
2023-08-19 18:30:00,14500.0,14249.34,18,5,8,1,1,250.65999999999985
2023-08-19 19:00:00,14430.0,14471.59,19,5,8,1,1,41.590000000000146
2023-08-19 20:00:00,14700.0,14830.19,20,5,8,1,1,130.1900000000005
2023-08-19 21:00:00,14450.0,14631.11,21,5,8,1,1,181.11000000000058
2023-08-19 22:00:00,14400.0,14487.92,22,5,8,1,1,87.92000000000007
2023-08-19 23:00:00,14200.0,13924.17,23,5,8,1,0,275.8299999999999
2023-08-20 00:00:00,13900.0,13285.85,0,6,8,1,0,614.1499999999996
2023-08-20 01:00:00,13800.0,13166.21,1,6,8,1,0,633.7900000000009
2023-08-20 02:00:00,13700.0,13129.92,2,6,8,1,0,570.0799999999999
2023-08-20 03:00:00,13600.0,13086.9,3,6,8,1,0,513.1000000000004
2023-08-20 04:00:00,13400.0,13013.12,4,6,8,1,0,386.8799999999992
2023-08-20 05:00:00,13100.0,12913.19,5,6,8,1,0,186.8099999999995
2023-08-20 06:00:00,12800.0,12802.02,6,6,8,1,0,2.0200000000004366
2023-08-20 07:00:00,12900.0,12758.45,7,6,8,1,0,141.54999999999927
2023-08-20 08:00:00,13050.0,12832.12,8,6,8,1,0,217.8799999999992
2023-08-20 09:00:00,13200.0,12961.43,9,6,8,1,0,238.5699999999997
2023-08-20 10:00:00,13550.0,13113.48,10,6,8,1,0,436.52000000000044
2023-08-20 11:00:00,13600.0,13518.88,11,6,8,1,0,81.1200000000008
2023-08-20 12:00:00,13950.0,13417.8,12,6,8,1,0,532.2000000000007
2023-08-20 13:00:00,13850.0,13633.28,13,6,8,1,0,216.71999999999935
2023-08-20 14:00:00,14000.0,13601.18,14,6,8,1,0,398.8199999999997
2023-08-20 15:00:00,13800.0,13696.92,15,6,8,1,0,103.07999999999993
2023-08-20 16:00:00,13450.0,13621.67,16,6,8,1,0,171.67000000000007
